city,district,exposure,size,building_year,bedrooms,bathrooms,kitchen,garage,driver_room,maid_room,furnished,ac,rooftop,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
Riyadh,Al-Ulyah,South,300,2014,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
Riyadh,Ar-Ramal,East,372,2020,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000
Riyadh,Ar-Ramal,North,300,2020,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48000
Riyadh,Al-Taawun,Southeast,250,2020,4,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,130000
Riyadh,Al-Maraslat,South,520,1986,4,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,150000
Riyadh,Al-Malik Abd Al-Aziz,Northwest,600,2011,6,5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,140000
Riyadh,Al-Janadriyah,East,300,2020,5,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,38400
Riyadh,Al-Malik Abd Al-Aziz,North,375,2020,6,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,90000
Riyadh,As-Saadah,Southeast,300,2020,5,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,48000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Ardeh,North,330,2020,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,1,85000
Riyadh,Badr,South,360,2005,7,5,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000
Riyadh,Al-Arija Al-Wusta,North,800,2011,7,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,70000
Riyadh,Araqah,North,275,2016,7,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,75000
Riyadh,Al-Ardeh,East,300,2020,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000
Riyadh,Al-Malik Abdullah ,North,500,2019,5,5,1,1,1,1,0,1,0,1,1,1,0,1,0,0,170000
Riyadh,Ar-Rabi,South,405,2018,3,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
Riyadh,Al-Janadriyah,Three Streets,250,2020,4,4,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000
Riyadh,Al-Malik Abdullah ,East,190,2016,3,4,1,1,0,1,0,1,1,1,0,0,0,1,0,0,70000
Riyadh,Al-Wadi,East,315,2018,4,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,120000
Riyadh,Ash-Shibiliyah,East,308,2014,4,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,60000
Riyadh,Al-Malqa,East,200,2020,3,5,0,0,0,1,0,0,0,0,1,0,1,1,0,0,120000
Riyadh,Ar-Ramal,East,350,2019,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,45000
Riyadh,Ar-Ramal,North,420,2020,4,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
Riyadh,Al-Iksan,Northwest,400,2016,5,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,30000
Riyadh,Tawiq,West,420,2020,7,5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,55000
Riyadh,Al-Ardeh,South,250,2019,5,5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,85000
Riyadh,Badr,South,360,2005,7,5,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Ar-Ramal,South,368,2020,3,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,36000
Riyadh,Al-Narjis,North,300,2016,3,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000
Riyadh,Al-Munsiyah,East,200,2020,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
Riyadh,Al-Ardeh,North,365,2020,4,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,75000
Riyadh,Ar-Ramal,Southwest,360,2020,5,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,150000
Riyadh,Ar-Ramal,North,300,2018,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,43000
Riyadh,Al-Narjis,North,300,2017,5,5,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000
Riyadh,Al-Munsiyah,East,420,2020,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
Riyadh,Al-Yarmouk ,North,400,2006,5,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,65000
Riyadh,Al-Yasmeen,East,400,2020,3,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,200000
Riyadh,Al-Taawun,North,130,2020,3,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,130000
Riyadh,Dhahrah Laban,East,200,2020,6,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000
Riyadh,Al-Munsiyah,West,270,2020,3,5,1,1,0,1,0,0,1,0,0,0,0,1,0,0,65000
Riyadh,Al-Sharq,East,350,2020,7,5,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
Riyadh,Al-Aziziyyah,North,315,2013,5,5,1,1,1,1,0,1,1,0,1,0,0,0,0,0,50000
Riyadh,Al-Yasmeen,North,250,2017,4,5,1,0,1,1,0,1,0,0,1,0,0,1,0,0,95000
Riyadh,Al-Sharq,West,255,2020,3,4,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000
Riyadh,Al-Khalidiyah,East,500,2001,7,5,1,1,1,1,0,0,1,0,1,0,0,0,0,0,70000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Ar-Rufaah,East,400,2015,4,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
Riyadh,Al-Qadisiyah,Southwest,375,2020,5,4,0,1,0,1,0,0,0,0,1,0,0,1,0,1,50000
Riyadh,Al-Malik Fahd,South,520,1991,7,5,1,1,0,1,1,1,1,0,1,0,0,1,0,0,100000
Riyadh,Al-Ardeh,East,315,2020,7,5,0,1,1,1,0,0,0,0,1,0,0,1,0,1,75000
Riyadh,Al-Ardeh,South,375,2017,7,5,1,1,1,1,0,1,0,0,1,0,0,1,0,1,105000
Riyadh,Al-Yasmeen,North,375,2016,4,5,1,1,1,1,0,1,0,0,0,0,0,1,0,0,100000
Riyadh,Al-Sulaymaniyah,West,300,2016,5,5,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
Riyadh,Al-Malz,West,300,1988,5,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,50000
Riyadh,Al-Arija Al-Gharbiyah,Southeast,500,1985,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000
Riyadh,Qurtubah,Northeast,400,2020,5,5,1,0,0,0,0,1,1,0,1,1,1,1,0,0,85000
Riyadh,Ad-Dbabat,South,600,1991,5,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,75000
Riyadh,Hattan,West,450,2014,7,5,1,1,1,1,0,1,1,0,1,1,0,1,0,0,350000
Riyadh,Al-Arija,East,312,2006,5,5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,60000
Riyadh,Al-Ardeh,North,270,2017,4,5,1,1,1,1,1,1,1,0,1,0,1,1,0,0,120000
Riyadh,Al-Nafal,South,250,2013,5,5,1,1,1,1,0,1,0,1,1,0,0,1,0,0,100000
Riyadh,Al-Sulaymaniyah,North,300,2011,3,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Ardeh,South,300,2020,4,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,75000
Riyadh,Dhahrah Laban,East,200,2015,5,5,1,1,1,1,0,1,1,0,1,0,1,0,0,0,34000
Riyadh,Al-Saffah,Northeast,500,1986,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
Riyadh,Ash-Shuhadah,North,300,2020,3,5,1,1,1,1,0,1,1,0,1,0,1,0,0,0,100000
Riyadh,Al-Mutamarat,North,450,2020,4,5,1,1,1,1,0,1,0,1,1,1,0,1,0,0,175000
Riyadh,Ar-Ramal,North,312,2020,4,4,1,1,0,1,1,0,1,0,1,0,0,1,0,0,45000
Riyadh,Al-Munsiyah,South,360,2019,5,5,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000
Riyadh,Al-Sihafa,North,375,2016,5,5,1,1,1,1,0,1,1,0,1,1,0,1,0,0,135000
Riyadh,Ar-Ramal,North,400,2019,5,5,1,1,0,1,1,1,0,0,1,0,0,1,0,0,55000
Riyadh,Al-Ardeh,South,300,2020,4,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,85000
Riyadh,Ar-Ramal,Northwest,286,2020,4,5,1,1,1,1,0,0,1,0,1,0,1,1,0,1,45000
Riyadh,An-Nahdah,West,280,2013,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,38000
Riyadh,Al-Ulyah,Northeast,355,2016,1,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,95000
Riyadh,Akkad,West,450,2018,7,5,1,1,0,1,0,0,1,0,1,0,0,1,0,1,33000
Riyadh,Al-Ardeh,North,260,2016,5,5,1,1,0,0,0,1,1,0,1,0,1,1,0,0,110000
Riyadh,Al-Quds,South,1350,1999,7,5,0,1,1,1,0,1,1,0,1,1,0,1,0,0,150000
Riyadh,Al-Ulyah,North,300,2013,4,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,70000
Riyadh,Ash-Shifa,Southwest,170,2011,2,3,1,0,0,0,0,1,0,0,1,0,1,1,0,0,20000
Riyadh,Banban,North,635,2020,4,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,35000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,An-Nazim,West,400,2020,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40000
Riyadh,Al-Khazam,North,400,2020,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,140000
Riyadh,Ad-Dar Al-Bayda,South,312,2020,5,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
Riyadh,Al-Malqa,South,200,2018,5,4,1,1,0,1,0,1,0,0,1,0,0,1,0,0,90000
Riyadh,Al-Narjis,East,371,2020,7,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,160000
Riyadh,Ar-Ramal,South,300,2020,3,3,1,1,1,1,1,1,1,0,1,0,0,1,0,1,48000
Riyadh,Dhahrah Laban,North,450,2019,6,5,1,1,0,1,0,1,1,1,1,0,0,1,0,1,200000
Riyadh,Tawiq,North,300,2020,5,5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,31000
Riyadh,Tawiq,North,300,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,31000
Riyadh,Ar-Ramal,North,280,2020,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
Riyadh,Ar-Ramal,Southwest,250,2020,7,5,0,1,1,0,0,0,0,0,0,0,0,1,0,1,40000
Riyadh,Al-Ardeh,North,450,2020,5,5,0,1,1,1,0,0,1,0,1,0,0,1,0,1,75000
Riyadh,Dhahrah Laban,North,300,2020,4,5,1,1,0,0,0,0,0,1,1,0,1,1,0,1,60000
Riyadh,Akkad,South,250,2019,7,5,0,1,0,1,0,1,0,0,0,0,1,1,0,1,45000
Riyadh,Ar-Ramal,East,350,2020,4,5,1,1,0,1,0,1,1,0,0,1,1,1,0,0,40000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Sulaymaniyah,East,640,1986,5,5,1,1,0,1,1,1,1,0,1,0,0,1,0,0,200000
Riyadh,Al-Ardeh,East,375,2017,4,4,1,1,1,1,1,1,0,0,1,0,0,1,0,0,110000
Riyadh,Al-Ardeh,South,320,2020,4,5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,85000
Riyadh,Al-Malz,Southeast,1250,1996,5,5,1,1,1,1,0,0,1,0,1,0,0,0,0,0,150000
Riyadh,Al-Ardeh,North,260,2016,5,5,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000
Riyadh,Al-Sihafa,West,320,2017,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
Riyadh,Hattan,Southwest,786,2011,5,5,1,1,1,1,0,1,1,1,1,0,0,0,0,1,650000
Riyadh,Al-Ardeh,North,308,2020,4,5,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
Riyadh,Al-Malik Abdullah ,East,185,2016,3,4,1,1,0,1,1,1,0,1,0,0,0,1,0,0,95000
Riyadh,Al-Quds,North,450,2005,4,4,1,1,0,1,0,0,0,0,1,0,1,1,0,0,45000
Riyadh,Al-Yasmeen,South,450,2018,7,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
Riyadh,Ar-Ramal,North,300,2020,4,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,40000
Riyadh,Umm Al-Hammam Al-Gharbi,Four Streets,165,1991,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,75000
Riyadh,Al-Namudhajiyah,South,700,1991,7,5,1,1,1,0,0,0,1,0,1,0,0,1,0,0,120000
Riyadh,Al-Sihafa,North,396,2018,4,4,1,1,1,1,0,1,0,0,1,0,0,0,0,0,175000
Riyadh,As-Suwaidi Al-Gharbi,West,400,2004,4,5,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
Riyadh,Al-Malz,North,300,2006,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
Riyadh,Al-Qayrawan,Northeast,400,2020,4,5,1,1,1,1,0,1,1,0,0,0,0,1,1,0,140000
Riyadh,Al-Hazm,West,325,2015,4,3,1,1,0,1,0,1,1,0,0,0,1,0,0,0,450000
Riyadh,Ghubayrah,East,450,1989,7,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Sultanah,North,700,2001,7,4,1,0,1,1,0,1,1,0,1,0,0,0,0,0,55000
Riyadh,Al-Sulaymaniyah,South,220,2015,4,4,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000
Riyadh,Al-Ulyah,East,600,1991,5,5,1,0,0,0,0,0,1,1,1,0,0,1,0,0,100000
Riyadh,Ar-Ramal,West,300,2020,4,5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,550000
Riyadh,Al-Malqa,West,480,2020,4,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,200000
Riyadh,Al-Narjis,North,300,2020,3,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
Riyadh,Al-Wuzarah,Three Streets,300,2020,7,5,1,1,1,1,1,1,1,0,1,0,0,1,0,1,150000
Riyadh,Ar-Ramal,South,300,2020,4,5,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
Riyadh,Al-Sihafa,North,390,2006,3,4,1,1,0,1,0,1,1,0,1,0,0,1,0,0,95000
Riyadh,Al-Ardeh,West,499,2020,7,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,150000
Riyadh,Al-Sihafa,North,390,2006,4,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000
Riyadh,Tawiq,Southeast,200,2019,5,5,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3000
Riyadh,Tawiq,North,360,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,1,35000
Riyadh,Al-Ardeh,North,290,2020,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,125000
Riyadh,Ar-Rabi,North,370,2015,6,5,1,1,0,1,0,1,1,0,1,0,0,1,0,0,140000
Riyadh,Ar-Raid,South,340,2013,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,90000
Riyadh,Ar-Ramal,South,250,2020,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,40000
Riyadh,As-Suwaidi Al-Gharbi,West,400,2004,4,5,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Narjis,North,300,2018,3,5,1,1,1,0,0,1,0,0,1,0,1,1,0,0,85000
Riyadh,Ar-Ramal,West,300,2020,5,5,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
Riyadh,Ar-Ramal,North,300,2020,5,5,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
Riyadh,Al-Ardeh,West,372,2019,4,5,1,1,0,1,0,0,1,0,1,0,0,1,0,0,75000
Riyadh,Al-Nafal,West,500,2020,4,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,160000
Riyadh,Ar-Rabi,South,405,2018,3,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,115000
Riyadh,Ar-Ramal,North,390,2020,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,4000
Riyadh,Dhahrah Laban,East,350,2020,5,5,1,1,0,1,0,1,1,0,1,0,1,0,0,0,70000
Riyadh,Ar-Ramal,East,320,2020,4,5,0,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
Riyadh,Al-Sihafa,North,396,2018,4,4,1,1,1,1,0,1,0,0,1,0,0,0,0,0,160000
Riyadh,Al-Ardeh,North,400,2019,5,5,1,1,0,0,0,1,1,0,1,0,0,1,0,1,80000
Riyadh,Ar-Ramal,Northeast,350,2020,5,5,1,1,0,1,0,1,1,0,1,0,0,1,0,1,60000
Riyadh,Ar-Ramal,Northwest,280,2020,3,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,40000
Riyadh,Al-Ulyah,South,500,1999,7,5,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
Riyadh,Al-Sulaymaniyah,North,300,1993,6,5,1,0,1,1,0,0,0,1,1,0,0,1,0,0,95000
Riyadh,Al-Yasmeen,East,375,2018,5,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,95000
Riyadh,Al-Malz,North,462,2011,5,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,140000
Riyadh,Dhahrah Laban,South,450,2020,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000
Riyadh,Ar-Ramal,East,330,2020,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
Riyadh,Al-Qadisiyah,North,384,2020,5,5,0,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Ardeh,North,200,2016,5,5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,110000
Riyadh,Al-Sihafa,West,375,2019,5,5,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000
Riyadh,Al-Ardeh,North,200,2016,5,5,1,1,1,1,1,1,1,0,1,0,0,1,0,1,110000
Riyadh,Al-Aqiq,North,480,2016,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,180000
Riyadh,Al-Ardeh,West,330,2020,5,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,75000
Riyadh,Al-Munsiyah,South,530,2014,7,4,0,1,1,1,0,0,1,0,1,0,0,0,0,1,45000
Riyadh,Al-Yarmouk ,North,300,2012,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
Riyadh,Al-Malqa,East,200,2020,3,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,120000
Riyadh,Al-Ulyah,North,300,2018,5,5,1,0,1,1,0,1,1,0,1,0,0,1,1,0,100000
Riyadh,Al-Ardeh,North,250,2020,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000
Riyadh,Al-Yasmeen,South,300,2017,4,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,85000
Riyadh,Al-Hazm,North,320,2019,6,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,30000
Riyadh,Al-Ardeh,Northeast,375,2020,5,5,1,1,1,1,0,1,0,0,1,0,0,0,0,0,90000
Riyadh,Al-Nadi,North,260,2012,5,5,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000
Riyadh,Al-Malqa,South,353,2018,4,3,1,1,0,1,1,1,0,1,0,0,0,1,0,0,140000
Riyadh,Al-Malqa,North,606,2020,4,4,0,1,1,1,0,1,0,1,1,1,0,1,1,0,450000
Riyadh,Al-Narjis,North,220,2019,3,3,1,1,1,1,0,1,0,1,1,0,1,1,0,0,143000
Riyadh,Al-Malik Abdullah ,East,200,2020,4,4,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Malik Abdullah ,East,200,2020,4,4,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000
Riyadh,Ar-Raid,West,750,2011,5,5,1,1,0,1,0,1,1,1,1,0,0,1,0,0,250000
Riyadh,Al-Ardeh,North,270,2018,4,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
Riyadh,Al-Malik Abdullah ,East,200,2020,3,4,1,1,0,1,1,1,1,1,1,1,0,1,0,0,95000
Riyadh,Al-Taawun,Southeast,250,2020,4,5,1,1,1,1,0,1,0,1,0,0,1,1,0,0,130000
Riyadh,Al-Khazam,South,250,2006,2,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,100000
Riyadh,Al-Aziziyyah,Southwest,800,2001,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
Riyadh,Al-Madinah Al-Saniah Al-Jadidah,Northwest,800,2001,5,5,1,1,0,0,0,0,1,0,1,0,0,1,0,0,100000
Riyadh,Al-Nazlah,West,730,2011,5,5,1,1,1,1,1,1,0,0,1,0,0,1,0,0,350000
Riyadh,Al-Khazam,South,400,2020,5,5,1,1,1,1,0,1,1,1,1,1,0,1,0,0,330000
Riyadh,Al-Malqa,North,270,2019,3,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,140000
Riyadh,Al-Malqa,North,270,2018,3,3,1,1,0,1,0,1,0,0,1,0,0,1,1,0,140000
Riyadh,Al-Malqa,North,270,2019,3,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,140000
Riyadh,Badr,West,300,2020,3,5,1,1,0,1,0,0,0,0,1,0,0,1,0,1,30000
Riyadh,Al-Nadi,Northeast,950,2014,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,0,350000
Riyadh,An-Nahdah,East,300,2006,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000
Riyadh,Al-Ardeh,East,375,2020,5,5,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000
Riyadh,Tawiq,East,215,2019,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0,1,90000
Riyadh,Al-Ardeh,East,375,2020,5,5,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Munsiyah,North,300,2020,4,5,0,1,1,1,0,0,0,0,1,0,1,1,1,1,80000
Riyadh,Al-Hamra,West,420,2011,4,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,130000
Riyadh,Al-Sihafa,West,320,2020,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
Riyadh,Dayraba,South,312,1986,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2000
Riyadh,Akkad,South,200,2020,4,4,1,0,0,1,0,0,0,0,1,0,1,1,0,0,33000
Riyadh,Al-Sihafa,East,350,2015,3,5,1,1,1,1,1,1,0,1,1,0,1,1,0,0,135000
Riyadh,Al-Aziziyyah,North,300,2016,5,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,50000
Riyadh,Al-Hamra,North,600,2020,5,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,270000
Riyadh,Al-Khaleej,North,625,2017,5,5,1,1,0,1,1,1,1,0,1,0,0,1,0,0,120000
Riyadh,Al-Nasim Al-Gharbi),West,450,2020,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
Riyadh,Al-Ulyah,North,250,2020,1,2,1,0,1,1,0,1,1,1,1,0,0,1,0,0,75000
Riyadh,Al-Fayha,Northeast,575,2000,5,5,1,1,1,1,0,1,0,0,0,0,0,1,0,0,65000
Riyadh,Al-Fayha,East,600,2020,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000
Riyadh,Al-Munsiyah,South,400,2011,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000
Riyadh,Ar-Ramal,North,300,2019,5,4,1,1,0,1,0,1,0,0,1,0,0,1,0,0,45000
Riyadh,Al-Mahdiah,South,375,2018,3,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,45000
Riyadh,Al-Munsiyah,South,265,2011,5,5,1,1,0,0,0,1,0,0,1,0,1,0,0,0,80000
Riyadh,Al-Ardeh,East,280,2020,6,4,1,1,1,1,0,0,0,0,1,0,1,1,0,0,70000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Wahah,South,500,2011,5,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,250000
Riyadh,Al-Sharq,South,300,2020,5,3,1,0,0,0,1,1,0,0,1,0,0,1,0,1,38000
Riyadh,Al-Sharq,South,375,2020,4,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,38000
Riyadh,Tawiq,Northeast,420,2017,5,5,1,1,0,1,0,1,1,0,1,0,0,1,0,0,45000
Riyadh,Al-Ardeh,East,375,2018,5,5,1,1,1,1,1,1,1,0,1,0,0,1,0,1,140000
Riyadh,Al-Khazam,North,330,2011,4,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
Riyadh,Qurtubah,South,441,2015,5,5,1,1,1,1,1,1,1,0,1,0,0,0,0,1,130000
Riyadh,Ar-Rabi,East,300,2012,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,60000
Riyadh,Qurtubah,South,441,2015,5,5,1,1,1,1,1,1,1,0,1,0,0,1,0,1,130000
Riyadh,Al-Hamra,North,618,2014,5,5,1,1,1,1,0,1,0,1,1,0,0,1,0,0,150000
Riyadh,Al-Wurud,South,400,2000,4,5,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000
Riyadh,Al-Qadisiyah,West,375,2020,6,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,80000
Riyadh,Al-Malik Abdullah ,South,300,2008,4,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,80000
Riyadh,Al-Rawdah,West,2000,2003,4,4,1,0,1,1,0,1,0,1,1,0,0,1,0,0,300000
Riyadh,Al-Mahdiah,South,370,2020,5,5,1,1,1,1,0,0,0,0,1,0,1,1,0,1,70000
Riyadh,Araqah,East,240,2007,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,0,40000
Riyadh,Al-Ulyah,South,600,2011,5,5,1,1,1,1,0,1,0,1,1,0,0,0,0,0,110000
Riyadh,Al-Malz,East,700,1991,7,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
Riyadh,Al-Ardeh,North,250,2020,5,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Malik Faysal,East,450,2016,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000
Riyadh,Al-Qayrawan,West,320,2020,4,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,140000
